cluster 1,cluster 2,without special schools
68.15758329,73.29274728,77.24760891
68.19207968,73.34999168,77.28017695
68.20056735,73.39714277,77.28584444
68.23602455,73.45813953,77.34461328
68.24598045,73.49340185,77.40009042
68.24611456,73.50733586,77.43704563
68.26458401,73.57473791,77.44561182
68.27384355,73.62036559,77.50983153
68.30140355,73.65217857,77.59291867
68.32819714,73.67958519,77.60185811
68.33107634,73.87924608,77.60294765
68.38455808,73.90931071,77.62783665
68.395353,73.95062742,77.65068702
68.4117092,74.06968183,77.65366916
68.43595614,74.08720748,77.68046806
68.46899244,74.29285823,77.68578586
68.47566549,74.31378561,77.70231234
68.49107283,74.38899178,77.75057599
68.51239888,74.41039205,78.00557392
68.54563801,74.42855412,78.03694624
68.55631173,74.48356407,78.20359945
68.56529919,74.51689568,78.25523555
68.57508415,74.52407402,78.45819513
68.58381544,74.58226814,78.5052536
68.62760524,74.58737286,78.54117452
68.63316589,74.60321272,78.57613484
68.65790428,74.64257877,78.66937624
68.69086896,74.66124596,78.6906066
68.69742883,74.68522592,78.70168738
68.71835763,74.71641136,78.7020825
68.72272058,74.79191626,78.74564874
68.73744239,74.85664727,78.76549438
68.77715495,74.88380083,78.82467191
68.79567892,74.93735735,78.85603491
68.81191201,74.95055397,78.85716952
68.89736649,75.0091975,79.0605381
68.92166475,75.10255963,79.06809533
68.98888488,75.12427359,79.1949275
68.99297715,75.18145643,79.24451795
69.00545028,75.22006403,79.25723642
69.02087736,75.23468755,79.27445055
69.0447537,75.26983974,79.29678369
69.07374833,75.42852738,79.34474669
69.07568566,75.43439832,79.37217242
69.10102988,75.44008347,79.50666208
69.10809749,75.49615491,79.64512328
69.11654789,75.58642017,79.64976832
69.11926883,75.66159248,79.67523906
69.12085578,75.66675977,79.73019198
69.12382046,75.69184996,79.76424066
69.13934283,75.72559394,79.79438774
69.14150965,75.75039096,79.89494331
69.1436293,75.76062246,79.89500231
69.16506764,75.76581,79.9358417
69.16814798,75.8095947,79.95716046
69.18743536,75.83395745,79.96832177
69.20460931,75.84309506,79.97648029
69.27373487,75.88786706,80.01360174
69.33330137,75.89952517,80.11657539
69.35166599,75.98964013,80.15049011
69.36174099,76.09986133,80.19697466
69.39143572,76.10240103,80.20988529
69.39870136,76.26758123,80.31959808
69.41001951,76.31881615,80.46405936
69.42953794,76.33674469,80.47101958
69.43779176,76.33882265,80.49670827
69.44365475,76.35679873,80.51347895
69.47316334,76.3758223,80.51716281
69.49104627,76.39540127,80.60031611
69.50042179,76.39718423,80.69231578
69.54729067,76.40494801,80.69550288
69.55346786,76.44765172,80.71142644
69.55884872,76.47927909,80.73000774
69.56793693,76.50127348,80.80003406
69.60521383,76.53163052,80.86642688
69.63150694,76.54271632,81.00782668
69.64065291,76.54381088,81.02395423
69.648715,76.55346506,81.06930799
69.65712188,76.67040905,81.17536825
69.66403099,76.67697351,81.19690497
69.6998215,76.72985633,81.20148227
69.72859232,76.82011883,81.2137022
69.77747242,76.83385405,81.23237303
69.79849872,76.87048716,81.24288139
69.80640094,76.9181892,81.32726657
69.85328795,76.97919462,81.33338627
69.86360229,77.02019804,81.3336316
69.88503035,77.02590784,81.34073434
69.90027232,77.02843901,81.39821977
69.96034924,77.13211761,81.47449778
69.99020916,77.20580544,81.50390315
70.01198955,77.24760891,81.50901608
70.01270584,77.28017695,81.54152891
70.01791005,77.28584444,81.57002625
70.02154583,77.34461328,81.62369681
70.02591841,77.40009042,81.71329376
70.05891598,77.43704563,81.77277625
70.06372035,77.44561182,81.83256069
70.09125862,77.50983153,81.92048523
70.1112103,77.59291867,81.95112978
70.12190263,77.60185811,82.02551142
70.1423184,77.60294765,82.05383813
70.15917438,77.62783665,82.07150712
70.16523381,77.65068702,82.13956754
70.18237894,77.65366916,82.15949669
70.20625248,77.68046806,82.2002505
70.21459073,77.68578586,82.31956525
70.21735129,77.70231234,82.38108656
70.22955363,77.75057599,82.43262744
70.24140552,78.00557392,82.51470136
70.29532166,78.03694624,82.68315787
70.29783683,78.20359945,82.75968365
70.3024187,78.25523555,82.77844976
70.30524939,78.45819513,82.80390301
70.31444119,78.5052536,82.808866
70.34545273,78.54117452,82.90870477
70.37109433,78.57613484,82.94817397
70.3727668,78.66937624,83.02258662
70.3763344,78.6906066,83.15323372
70.3796639,78.70168738,83.17222883
70.39318996,78.7020825,83.1948901
70.40681397,78.74564874,83.27066791
70.41387259,78.76549438,83.28086164
70.42530097,78.82467191,83.3385903
70.42782236,78.85603491,83.45398794
70.42872667,78.85716952,83.59177529
70.45972404,79.0605381,83.64744587
70.46417177,79.06809533,83.70925636
70.47346252,79.1949275,83.83748783
70.47418305,79.24451795,83.86964545
70.49357642,79.25723642,83.95852594
70.50641855,79.27445055,83.98401585
70.54889693,79.29678369,84.00039155
70.56165443,79.34474669,84.01238545
70.57719593,79.37217242,84.0903868
70.57834704,79.50666208,84.22302057
70.60766336,79.64512328,84.22819215
70.63055637,79.64976832,84.27330209
70.64798573,79.67523906,84.41017044
70.69395115,79.73019198,84.4708557
70.69598927,79.76424066,84.47430896
70.75603688,79.79438774,84.54645707
70.76119597,79.89494331,84.55219145
70.78700042,79.89500231,84.64868099
70.80629281,79.9358417,84.74831429
70.81922775,79.95716046,84.81121741
70.82269263,79.96832177,84.9081243
70.83622921,79.97648029,84.98581404
70.85305375,80.01360174,85.03184987
70.8730045,80.11657539,85.1125423
70.91759434,80.15049011,85.15698595
70.94280811,80.19697466,85.21135899
70.97162673,80.20988529,85.36915853
70.97456568,80.31959808,85.39942576
71.01053812,80.46405936,85.52348411
71.03349995,80.47101958,85.60852438
71.03552733,80.49670827,85.65525537
71.04976492,80.51347895,85.66226123
71.05871315,80.51716281,85.67728596
71.07174154,80.60031611,85.72967436
71.09297573,80.69231578,85.81881888
71.09461056,80.69550288,85.82021292
71.1353492,80.71142644,85.8662764
71.13755634,80.73000774,86.26544802
71.14306193,80.80003406,86.31744661
71.1451737,80.86642688,86.5652399
71.14549167,81.00782668,86.56845437
71.17026102,81.02395423,86.77402257
71.21848967,81.06930799,86.80174684
71.24429033,81.17536825,86.82877849
71.29662654,81.19690497,86.84722257
71.29937681,81.20148227,86.94161072
71.30039894,81.2137022,87.00855766
71.32594508,81.23237303,87.2635284
71.32621923,81.24288139,87.3012423
71.34392843,81.32726657,87.41816334
71.37141123,81.33338627,87.48330147
71.37846754,81.3336316,87.62698752
71.38738144,81.34073434,87.79590253
71.41565912,81.39821977,87.79778662
71.45270607,81.47449778,88.17883352
71.45342923,81.50390315,88.18203766
71.49951286,81.50901608,88.53601961
71.50435139,81.54152891,88.54866519
71.5082915,81.57002625,88.60536667
71.56174051,81.62369681,88.71008743
71.57161589,81.71329376,89.14951044
71.59416557,81.77277625,89.60997103
71.62014567,81.83256069,89.64924859
71.62067013,81.92048523,89.95224162
71.62362497,81.95112978,90.00394955
71.64785931,82.02551142,90.20414232
71.64830613,82.05383813,90.49790725
71.67589576,82.07150712,90.5511052
71.69569951,82.13956754,90.65043009
71.70397091,82.15949669,90.76411603
71.72464949,82.2002505,91.32172044
71.72839672,82.31956525,91.43677843
71.72860155,82.38108656,91.66658067
71.72952788,82.43262744,91.80098108
71.73135011,82.51470136,91.90095641
71.80781213,82.68315787,92.47650124
71.81068634,82.75968365,92.53463939
71.81105051,82.77844976,93.16418428
71.81465184,82.80390301,95.91770024
71.83073818,82.808866,96.44494067
71.83171574,82.90870477,96.44583969
71.87740605,82.94817397,96.68821562
71.90043731,83.02258662,96.74329767
71.90604553,83.15323372,96.92649863
71.93248666,83.17222883,97.17987134
71.94384047,83.1948901,97.74008908
71.94617837,83.27066791,98.13402156
71.94839774,83.28086164,98.69039808
71.96079781,83.3385903,98.78154508
71.96467348,83.45398794,98.90168137
71.97773034,83.59177529,99.05543445
71.9795553,83.64744587,99.16652931
72.00939943,83.70925636,99.29180274
72.014021,83.83748783,99.32238537
72.01963079,83.86964545,99.35107376
72.04398719,83.95852594,99.40210856
72.04477984,83.98401585,99.43395379
72.06814695,84.00039155,99.54727819
72.08278713,84.01238545,99.55710101
72.08683413,84.0903868,99.62286194
72.09879696,84.22302057,99.72066604
72.11827451,84.22819215,99.7419623
72.13516334,84.27330209,99.76576268
72.14075155,84.41017044,99.77006435
72.1424041,84.4708557,99.79040521
72.14274521,84.47430896,99.80732177
72.15220495,84.54645707,99.82195333
72.15361077,84.55219145,99.82432751
72.1971773,84.64868099,99.83684598
72.20883632,84.74831429,99.85754986
72.21736188,84.81121741,99.91319444
72.22407953,84.9081243,99.91319444
72.22643593,84.98581404,99.92542878
72.25482396,85.03184987,100
72.26975232,85.1125423,100
72.27176572,85.15698595,100
72.29735849,85.21135899,100
72.35198981,85.36915853,100
72.40759135,85.39942576,
72.43238797,85.52348411,
72.44744341,85.60852438,
72.46269766,85.65525537,
72.50918815,85.66226123,
72.51011968,85.67728596,
72.51285062,85.72967436,
72.54432533,85.81881888,
72.56582712,85.82021292,
72.58174641,85.8662764,
72.61328347,86.26544802,
72.63540394,86.31744661,
72.63555731,86.5652399,
72.66370386,86.56845437,
72.66496028,86.77402257,
72.72752736,86.80174684,
72.73068794,86.82877849,
72.74523974,86.84722257,
72.77070651,86.94161072,
72.78300848,87.00855766,
72.80445967,87.2635284,
72.81970082,87.3012423,
72.82525807,87.41816334,
72.84638261,87.48330147,
72.86865395,87.62698752,
72.88230436,87.79590253,
72.88752536,87.79778662,
72.90326716,88.17883352,
72.90515606,88.18203766,
72.9186805,88.53601961,
72.92765828,88.54866519,
72.96007685,88.60536667,
72.96196802,88.71008743,
72.96378874,89.14951044,
72.9698685,89.60997103,
72.98286455,89.64924859,
72.98748722,89.95224162,
73.00012229,90.00394955,
73.02063165,90.20414232,
73.04573822,90.49790725,
73.07321174,90.5511052,
73.07526689,90.65043009,
73.08534417,90.76411603,
73.08627396,91.32172044,
73.13136419,91.43677843,
73.13158862,91.66658067,
73.15145841,91.80098108,
73.15176313,91.90095641,
73.15360336,92.47650124,
73.15467776,92.53463939,
73.1685637,93.16418428,
73.16929065,95.91770024,
73.17337152,96.44494067,
73.19903265,96.44583969,
73.2159434,96.68821562,
73.22553253,96.74329767,
73.2326644,96.92649863,
73.23480721,97.17987134,
73.26991513,97.74008908,
73.27135591,98.13402156,
73.28756272,98.69039808,
73.29729748,98.78154508,
73.30923241,98.90168137,
73.3463567,99.05543445,
73.37528287,99.16652931,
73.37603567,99.29180274,
73.38258684,99.32238537,
73.40428017,99.35107376,
73.40831616,99.40210856,
73.41539922,99.43395379,
73.43322424,99.54727819,
73.45208324,99.55710101,
73.46991981,99.62286194,
73.5254742,99.72066604,
73.55463868,99.7419623,
73.58797677,99.76576268,
73.60249731,99.77006435,
73.61999119,99.79040521,
73.63004334,99.80732177,
73.63927981,99.82195333,
73.66975636,99.82432751,
73.67792867,99.83684598,
73.7002567,99.85754986,
73.75009252,99.91319444,
73.75030584,99.91319444,
73.78461613,99.92542878,
73.80169181,100,
73.80657284,100,
73.81511062,100,
73.83304887,100,
73.85750466,100,
73.85905065,,
73.9143561,,
73.91574841,,
73.9270818,,
73.96428958,,
73.96803434,,
73.97377543,,
73.98841402,,
73.98880476,,
73.99106873,,
74.00569282,,
74.00787229,,
74.01193721,,
74.03854776,,
74.07097461,,
74.0759761,,
74.11927576,,
74.12154745,,
74.12165473,,
74.12798875,,
74.14431971,,
74.17860289,,
74.21334627,,
74.21447604,,
74.2385367,,
74.25435085,,
74.25865549,,
74.26039766,,
74.27325733,,
74.2924749,,
74.29605013,,
74.31739214,,
74.31912527,,
74.32194358,,
74.32754664,,
74.32855446,,
74.3489678,,
74.36423838,,
74.39767446,,
74.41493587,,
74.42433782,,
74.47813553,,
74.47921073,,
74.50390021,,
74.50505022,,
74.52132577,,
74.52903332,,
74.52993125,,
74.54582773,,
74.58145946,,
74.59960138,,
74.64377937,,
74.66275517,,
74.66341093,,
74.66785767,,
74.67137586,,
74.71113952,,
74.73572173,,
74.76147904,,
74.85996883,,
74.87148474,,
74.91323981,,
74.93687327,,
74.93828392,,
74.98571521,,
75.00520259,,
75.04111802,,
75.07104245,,
75.07991147,,
75.09450041,,
75.10530561,,
75.10556003,,
75.13989695,,
75.15277341,,
75.16203223,,
75.16243828,,
75.16939256,,
75.17388434,,
75.20230314,,
75.26096378,,
75.26517391,,
75.27513217,,
75.30244606,,
75.31181799,,
75.31863873,,
75.37139186,,
75.3722027,,
75.38098216,,
75.39968057,,
75.40894334,,
75.44136058,,
75.44983769,,
75.46339158,,
75.53546151,,
75.54962224,,
75.55677646,,
75.55880472,,
75.56707869,,
75.57885265,,
75.60556542,,
75.61082668,,
75.63003585,,
75.6331484,,
75.68810152,,
75.69523316,,
75.69847135,,
75.69896761,,
75.73995784,,
75.75031972,,
75.8128323,,
75.85208051,,
75.88234682,,
75.89972003,,
75.95945692,,
75.97690096,,
75.98529561,,
75.99983674,,
76.00634045,,
76.00794147,,
76.02107641,,
76.02857527,,
76.02921319,,
76.06535371,,
76.0805759,,
76.08905552,,
76.09813976,,
76.11799728,,
76.12601054,,
76.15114884,,
76.15699075,,
76.21619299,,
76.24551853,,
76.26459776,,
76.33204963,,
76.33209807,,
76.3586917,,
76.3658483,,
76.37008785,,
76.37085985,,
76.44303993,,
76.45364811,,
76.4594976,,
76.48346982,,
76.49226538,,
76.50646366,,
76.53132706,,
76.54515631,,
76.55040083,,
76.57188777,,
76.57678907,,
76.60179242,,
76.6078227,,
76.62590258,,
76.6266637,,
76.65285388,,
76.7168087,,
76.74529917,,
76.79303292,,
76.83710627,,
76.84578295,,
76.86397269,,
76.8790897,,
76.88069487,,
76.90662963,,
76.91124189,,
76.91550971,,
76.92579619,,
76.94025743,,
76.99638504,,
77.01625533,,
77.01962863,,
77.02681348,,
77.03632488,,
77.03915264,,
77.08321214,,
77.09578969,,
77.1035525,,
77.10874818,,
77.1177961,,
77.12826065,,
77.13855194,,
77.15750292,,
77.16943595,,
77.17066879,,
77.18068755,,
77.19047262,,
77.2050186,,
77.20924902,,
77.23653344,,
77.2920264,,
77.30783275,,
77.31597815,,
77.3201138,,
77.34381055,,
77.36997252,,
77.4179092,,
77.43065338,,
77.43624743,,
77.43740674,,
77.44967233,,
77.46340193,,
77.46600029,,
77.46909953,,
77.50350824,,
77.50515731,,
77.52858547,,
77.55106813,,
77.55326359,,
77.57393847,,
77.60562434,,
77.66031482,,
77.67598548,,
77.71201897,,
77.74620927,,
77.75583277,,
77.76614153,,
77.79600478,,
77.80573882,,
77.80858809,,
77.80967987,,
77.83159567,,
77.88061568,,
77.9024054,,
77.92084166,,
77.92368951,,
77.92646573,,
77.96848252,,
77.96977896,,
77.9704339,,
77.98440335,,
77.99020984,,
77.9977517,,
77.99925831,,
78.01726682,,
78.0369965,,
78.04258683,,
78.08843191,,
78.15795214,,
78.15923567,,
78.16102397,,
78.16661118,,
78.17453494,,
78.19216596,,
78.24654047,,
78.25979411,,
78.29446174,,
78.30360972,,
78.32315169,,
78.33913785,,
78.34886001,,
78.44840529,,
78.46505457,,
78.50142726,,
78.57348653,,
78.59813358,,
78.6197007,,
78.63154086,,
78.6408552,,
78.64935252,,
78.65513861,,
78.65667342,,
78.68990443,,
78.69602334,,
78.70244076,,
78.70247899,,
78.7067213,,
78.71835894,,
78.72020355,,
78.76607773,,
78.7694742,,
78.79772476,,
78.79872527,,
78.82292063,,
78.83802382,,
78.84328056,,
78.84952979,,
78.86806371,,
78.9048714,,
78.91853463,,
78.9201312,,
78.93168085,,
78.95245772,,
78.96091856,,
79.00546348,,
79.01392154,,
79.08100989,,
79.09678994,,
79.1457381,,
79.16013413,,
79.17240663,,
79.22099411,,
79.22928098,,
79.22935712,,
79.23001099,,
79.23382605,,
79.26239737,,
79.27838066,,
79.28469152,,
79.35133145,,
79.36266831,,
79.36930351,,
79.38309857,,
79.38371596,,
79.40617162,,
79.40648736,,
79.48401354,,
79.50261805,,
79.54481506,,
79.56136828,,
79.60375239,,
79.63080347,,
79.73131108,,
79.73492539,,
79.74035296,,
79.74924191,,
79.75481324,,
79.80502293,,
79.8080007,,
79.8386516,,
79.89528076,,
79.91149158,,
79.93785347,,
79.94626384,,
79.95536031,,
79.97315608,,
79.98904979,,
79.99497208,,
80.01469981,,
80.02409256,,
80.09083434,,
80.10519354,,
80.11757192,,
80.16487951,,
80.16829739,,
80.17297458,,
80.18454557,,
80.18473612,,
80.23826695,,
80.28210525,,
80.30464642,,
80.3470379,,
80.36887468,,
80.37420927,,
80.37672037,,
80.37783917,,
80.44526524,,
80.46289832,,
80.48283459,,
80.51997738,,
80.54939628,,
80.55237047,,
80.59129182,,
80.62252479,,
80.62658403,,
80.66317215,,
80.68672435,,
80.70325982,,
80.73777425,,
80.77064694,,
80.81889571,,
80.82242494,,
80.83963826,,
80.84308942,,
80.85110837,,
80.92167139,,
80.93964559,,
80.95593316,,
81.01778862,,
81.03588766,,
81.04520619,,
81.05202321,,
81.05264936,,
81.05314785,,
81.06036919,,
81.06749567,,
81.07064452,,
81.16352442,,
81.16996316,,
81.18633932,,
81.18978561,,
81.20673856,,
81.25108354,,
81.27088576,,
81.27717996,,
81.28321904,,
81.29497527,,
81.36769401,,
81.3928905,,
81.41134379,,
81.42976464,,
81.46222985,,
81.465373,,
81.48973355,,
81.52525715,,
81.52944892,,
81.54081904,,
81.54718985,,
81.59435447,,
81.64962523,,
81.66587859,,
81.76344005,,
81.7635935,,
81.81113269,,
81.85201503,,
81.86667473,,
81.875639,,
81.88073347,,
81.94417135,,
81.95084501,,
81.96516061,,
81.99440254,,
82.06267807,,
82.06612631,,
82.1134129,,
82.18195455,,
82.1826601,,
82.18938341,,
82.1907751,,
82.23884294,,
82.25020722,,
82.25193516,,
82.2810443,,
82.31253441,,
82.31936159,,
82.32097061,,
82.35762334,,
82.44424137,,
82.48719841,,
82.4971063,,
82.55292365,,
82.57113817,,
82.57433791,,
82.62338577,,
82.64833923,,
82.65128249,,
82.66709776,,
82.71701462,,
82.72823674,,
82.74865715,,
82.76620393,,
82.8235232,,
82.89080798,,
82.9085407,,
82.9280114,,
82.92819132,,
82.93217045,,
82.93690393,,
82.94474683,,
82.96949179,,
83.01253306,,
83.02236348,,
83.02764309,,
83.04529457,,
83.04946668,,
83.13994708,,
83.15787373,,
83.1743492,,
83.22010998,,
83.23193788,,
83.24015409,,
83.28268128,,
83.29617944,,
83.3399388,,
83.41310025,,
83.41378226,,
83.44775062,,
83.47835368,,
83.5044331,,
83.53050048,,
83.54980963,,
83.5663135,,
83.66678713,,
83.67225095,,
83.67694355,,
83.70000246,,
83.72304291,,
83.76301528,,
83.82706555,,
83.87759556,,
83.91073664,,
83.92637726,,
83.97644601,,
83.99693127,,
84.03740439,,
84.04687114,,
84.10035242,,
84.13914493,,
84.1753573,,
84.17537207,,
84.18669587,,
84.26204403,,
84.2699106,,
84.27452887,,
84.28912799,,
84.293567,,
84.30616449,,
84.32289267,,
84.42472089,,
84.44117606,,
84.4517832,,
84.50158051,,
84.51832724,,
84.5294728,,
84.58900856,,
84.61764093,,
84.63098153,,
84.63497616,,
84.6409241,,
84.71799973,,
84.72223329,,
84.74129546,,
84.75721377,,
84.80426118,,
84.814498,,
84.87001524,,
84.8775981,,
84.90678611,,
84.95755906,,
84.96785656,,
84.99858772,,
85.04546206,,
85.05148111,,
85.0571561,,
85.08650364,,
85.20548646,,
85.22534808,,
85.22573785,,
85.22968837,,
85.24210548,,
85.32441825,,
85.38296532,,
85.39501686,,
85.42657315,,
85.48109331,,
85.51923251,,
85.53567297,,
85.57294238,,
85.60495247,,
85.63313419,,
85.63823803,,
85.68768709,,
85.71181816,,
85.72695592,,
85.75923895,,
85.81727679,,
85.83027582,,
85.8432815,,
85.85158657,,
85.9319642,,
85.94766136,,
86.00150011,,
86.00279117,,
86.03132927,,
86.05551598,,
86.05967742,,
86.07018665,,
86.09640471,,
86.11056944,,
86.1231235,,
86.14146026,,
86.33100728,,
86.3727301,,
86.39541322,,
86.4099115,,
86.41170102,,
86.50646617,,
86.6592099,,
86.67044716,,
86.73959157,,
86.75375154,,
86.9267108,,
86.95602264,,
86.96332541,,
86.97897459,,
86.98127219,,
87.01542403,,
87.09151661,,
87.21387927,,
87.33283237,,
87.40021551,,
87.47130131,,
87.47544911,,
87.49312536,,
87.54685808,,
87.5758702,,
87.66152881,,
87.66830722,,
87.69238347,,
87.76708205,,
87.77630957,,
87.79626503,,
87.87749089,,
87.90689727,,
88.37135197,,
88.42407919,,
88.4286617,,
88.50408803,,
88.60283255,,
88.79971485,,
88.84113861,,
88.84909613,,
88.86019632,,
89.07342592,,
89.08487067,,
89.09931924,,
89.29501356,,
89.35686379,,
89.42862256,,
89.44716487,,
89.51223005,,
89.51609502,,
89.63614667,,
89.73785921,,
89.7507812,,
89.7592126,,
90.02226301,,
90.03388727,,
90.10471517,,
90.20323821,,
90.23785135,,
90.41702136,,
90.49732732,,
90.56803067,,
90.68364922,,
90.84373915,,
90.8881929,,
90.91920693,,
90.92167462,,
91.2104355,,
91.29984108,,
91.33250667,,
91.36519446,,
91.37014907,,
91.43662628,,
91.53875381,,
91.56085646,,
91.82707025,,
92.13355399,,
92.15933103,,
92.26644635,,
92.46724937,,
92.5890106,,
92.67027532,,
92.90541144,,
93.01889304,,
93.03847516,,
93.08979848,,
93.36200841,,
93.51316604,,
93.83831543,,
93.9304564,,
94.41643503,,
94.47529048,,
94.57142857,,
94.89931636,,
95.10244279,,
95.20393146,,
95.48981186,,
95.50718012,,
96.09123233,,
96.33183183,,
97.02922366,,
97.05000465,,
97.56578594,,
97.62147323,,
97.83041062,,
97.88858259,,
98.15868728,,
98.26005732,,
98.26291047,,
98.26615316,,
98.27463155,,
98.50991516,,
98.53411593,,
98.59052864,,
98.62568092,,
98.63889367,,
98.73738504,,
98.80611789,,
98.82207941,,
98.92660761,,
98.94272161,,
98.95947669,,
98.96084849,,
98.97126292,,
99.00326769,,
99.1015831,,
99.14135947,,
99.19780067,,
99.23636363,,
99.25396578,,
99.29042709,,
99.29834421,,
99.31803319,,
99.33112784,,
99.33154362,,
99.35165755,,
99.36592317,,
99.41488113,,
99.42912433,,
99.43040869,,
99.46072852,,
99.48674211,,
99.50112873,,
99.53635806,,
99.56821111,,
99.57294993,,
99.57393873,,
99.59191185,,
99.59293292,,
99.60913868,,
99.63364969,,
99.63620541,,
99.65856115,,
99.66097014,,
99.66269303,,
99.68167224,,
99.68547027,,
99.68608539,,
99.69347277,,
99.73258507,,
99.73299746,,
99.7410737,,
99.74527465,,
99.7530788,,
99.75602521,,
99.75795903,,
99.77107802,,
99.78070175,,
99.78143539,,
99.79121588,,
99.79879452,,
99.8015873,,
99.81442506,,
99.81537769,,
99.81735023,,
99.82006003,,
99.82428685,,
99.83478577,,
99.83485124,,
99.83551198,,
99.84984985,,
99.85267143,,
99.85929122,,
99.86067026,,
99.86132644,,
99.86191345,,
99.87922349,,
99.87922705,,
99.89212513,,
99.89224138,,
99.89392674,,
99.8951782,,
99.90253411,,
99.90530303,,
99.90636704,,
99.91319444,,
99.92592593,,
99.92967651,,
99.93131868,,
99.93757803,,
99.93792675,,
99.93861265,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
100,,
