Number of Pupils,GCSE Pass Average %,% Rate of Absence
1261,93.16418428,5.388888889
1261,66.88774879,6.177777778
1262,70.3727668,8.242857143
1262,48.36034452,8.366666667
1262,99.92967651,5.255555556
1264,76.74529917,5.433333333
1264,64.73185087,6.4
1265,65.10878519,5.555555556
1266,65.02644122,7.271428571
1266,62.61242221,7.666666667
1266,77.43065338,8.785714286
1267,65.22135868,7.533333333
1268,76.39718423,6.033333333
1268,75.09450041,6.2
1268,99.46072852,4.333333333
1269,99.93131868,5.575
1270,73.154552,6.855555556
1270,83.15787373,6.233333333
1270,61.62183275,7.311111111
1271,56.85027033,10.6
1271,99.36592317,5.344444444
1271,99.85267143,5.455555556
1271,69.13934283,4.633333333
1271,61.56730495,6.377777778
1271,55.99360106,5.444444444
1272,50.97216492,8.944444444
1272,60.41799587,8.933333333
1273,67.92704432,6.077777778
1273,76.53132706,6.144444444
1274,99.05543445,5.455555556
1274,99.78070175,4.066666667
1275,74.64257877,7.344444444
1275,68.91152529,5.611111111
1277,83.02236348,6.044444444
1277,62.79393745,6.544444444
1277,70.29783683,7.383333333
1278,78.57613484,6.822222222
1279,80.30464642,4.788888889
1280,69.20460931,6.533333333
1281,80.46289832,6.077777778
1281,81.33338627,3.722222222
1282,87.41816334,5.188888889
1282,79.36266831,6.255555556
1282,80.01360174,5.966666667
1282,61.35673992,7.488888889
1283,81.85201503,6.075
1284,55.52161343,8.666666667
1284,99.84984985,4.688888889
1284,72.33985707,5.044444444
1284,74.87148474,6.488888889
1284,69.84893362,6
1285,80.37420927,6.857142857
1286,57.36486927,8.133333333
1287,71.96079781,6
1287,62.22223439,8.233333333
1288,72.63555731,5.677777778
1288,59.61383249,7.177777778
1288,67.60180299,9.35
1288,99.82006003,4.255555556
1288,71.1503825,6.777777778
1289,99.19780067,4.888888889
1290,99.93861265,5.055555556
1290,74.71641136,6.744444444
1292,73.16798885,6.155555556
1292,75.46339158,6.7
1292,76.4594976,5.877777778
1292,75.07104245,7.866666667
1292,99.79040521,3.455555556
1293,72.96196802,7.055555556
1293,76.55040083,4.155555556
1293,69.6998215,6.444444444
1293,64.02149236,6.111111111
1294,68.47566549,7.333333333
1294,99.83478577,4.3
1294,78.9201312,5.522222222
1294,48.5565934,10.9
1295,81.77277625,3.7
1297,62.35338695,8.366666667
1298,75.89972003,6.166666667
1299,53.705201,6.944444444
1299,64.21922793,7.522222222
1299,62.87185295,7.344444444
1300,70.54889693,7.411111111
1300,60.58140434,6.933333333
1301,82.89080798,5.86
1301,69.51448314,7.444444444
1302,60.21719845,7.555555556
1302,71.83073818,5.888888889
1302,66.71265552,7.122222222
1303,70.97456568,6.977777778
1303,73.25058832,6.011111111
1303,59.58799696,11.41666667
1304,81.86667473,7.133333333
1304,69.42121689,5.066666667
1305,85.66226123,5.677777778
1305,51.85269129,7.322222222
1305,56.38894691,6.9375
1306,77.96977896,6.088888889
1306,78.70247899,4.477777778
1306,68.11606323,6.822222222
1307,58.55862521,7.611111111
1307,87.3012423,5.522222222
1309,70.24140552,7.144444444
1310,75.69847135,6.077777778
1311,99.7530788,4.233333333
1312,67.51818377,7.1
1312,100,2.9
1314,71.67589576,6.766666667
1314,70.64798573,7.122222222
1314,60.54944087,6.488888889
1314,99.91319444,3.288888889
1315,64.51216889,7.244444444
1315,85.32441825,5.511111111
1318,85.38296532,4.611111111
1318,74.85996883,6.822222222
1318,67.66237776,5.966666667
1319,82.4971063,6.5
1319,79.23001099,6.96
1320,60.81109672,8.222222222
1321,71.20153637,7.188888889
1321,51.50410447,9.55
1321,76.83710627,6.077777778
1322,84.27452887,6.344444444
1322,56.49742309,8.877777778
1322,99.68167224,4.733333333
1322,62.5048886,6.522222222
1323,77.46909953,5.755555556
1323,75.75031972,5.733333333
1324,64.79192817,6.844444444
1324,100,4.677777778
1325,63.94596233,8.066666667
1325,82.25193516,5.466666667
1325,100,3.8
1326,70.31444119,9.28
1326,87.47130131,5.4
1326,99.63364969,4.677777778
1327,73.80657284,7.4125
1328,69.55884872,6.411111111
1328,57.09827872,8.077777778
1328,76.67697351,5.988888889
1329,79.34474669,5.322222222
1329,74.98571521,9.08
1329,81.20148227,5.744444444
1329,81.54152891,5.055555556
1330,83.3385903,5.422222222
1331,78.59813358,6.422222222
1332,71.93248666,7.416666667
1332,82.2002505,6.144444444
1333,65.22685301,6.466666667
1333,71.94384047,7.266666667
1335,67.20694609,9.28
1335,69.64065291,7.166666667
1335,64.2199119,6.622222222
1335,62.78593255,6.788888889
1336,80.49670827,5.822222222
1338,65.32002378,6.566666667
1338,74.54582773,6.883333333
1338,64.70087253,6.744444444
1339,80.70325982,6.711111111
1340,81.95084501,6.244444444
1340,77.92646573,6.111111111
1340,83.67694355,6
1341,63.43878283,8.011111111
1341,71.61832026,5.777777778
1342,99.92592593,3.533333333
1344,99.87922349,5.155555556
1344,83.41310025,4.96
1345,62.28469205,7.011111111
1345,68.81191201,5.588888889
1346,48.75031235,8.78
1347,74.66275517,6.777777778
1348,99.86191345,5.366666667
1348,76.55346506,3.5
1349,73.67958519,7.055555556
1349,59.71425222,8.366666667
1350,99.75795903,3.6
1351,73.40831616,4.788888889
1352,81.18978561,4.788888889
1353,75.83395745,3.744444444
1354,62.28617401,7.411111111
1354,75.88234682,6.614285714
1354,73.78461613,6.457142857
1355,73.13158862,6.855555556
1355,80.37783917,7.225
1355,63.35445664,6.5
1356,84.63497616,4.222222222
1356,87.5758702,5.522222222
1357,71.5082915,6.655555556
1357,77.3201138,7.644444444
1357,91.2104355,4.744444444
1357,59.47889041,8.188888889
1358,51.58665107,8.355555556
1358,81.05202321,6.033333333
1358,83.02258662,4.633333333
1358,86.14146026,4.566666667
1358,70.41387259,7.1
1358,99.81735023,5.522222222
1358,100,5.577777778
1359,83.54980963,5.755555556
1359,67.62907515,6.677777778
1360,70.75603688,6.477777778
1361,57.58956617,8.388888889
1361,99.29042709,4.877777778
1362,67.20885985,7.166666667
1362,95.48981186,6.233333333
1364,65.16555872,7.133333333
1365,86.96332541,5.366666667
1366,62.66480744,7.675
1367,73.08627396,6.8
1367,83.70000246,5.522222222
1367,78.16661118,4.933333333
1368,99.87922705,5.155555556
1368,60.89940343,8.544444444
1369,58.53224726,8.011111111
1371,69.54729067,6.933333333
1371,72.51285062,7.1
1372,63.87586213,7.055555556
1372,73.7002567,5.366666667
1373,74.12165473,7.36
1373,82.02551142,4.111111111
1374,67.94007946,7.242857143
1374,99.82195333,3.5
1374,70.42872667,5.7625
1375,75.30244606,8.76
1375,60.06682511,6.711111111
1377,99.53635806,3.866666667
1379,63.93955337,6.466666667
1379,85.71181816,4.344444444
1380,64.54965277,9.85
1380,60.08756905,8.2
1381,80.44526524,5.733333333
1381,87.79778662,6.6
1381,91.53875381,5.633333333
1381,64.31776128,6.422222222
1381,83.23193788,6.111111111
1382,78.17453494,7.166666667
1382,50.59537339,6.266666667
1382,72.06814695,6.5
1383,75.73995784,5.688888889
1383,81.06749567,6.122222222
1384,76.26459776,6.177777778
1384,58.02309686,6.144444444
1384,99.83551198,3.7
1386,83.41378226,5.766666667
1388,98.13402156,6.055555556
1389,73.55463868,5.166666667
1391,65.71050184,8.5
1392,64.40164133,6.755555556
1392,75.00520259,5.966666667
1393,77.75057599,6.277777778
1393,77.36997252,5.277777778
1394,63.47294522,7.977777778
1394,72.81970082,6.833333333
1394,58.81397094,7.088888889
1394,84.293567,4.655555556
1394,78.93168085,5.422222222
1396,65.28170701,6.722222222
1396,65.85549009,6.955555556
1396,58.45241565,7.611111111
1396,84.814498,5.977777778
1397,72.11827451,6.222222222
1398,93.03847516,5.144444444
1398,76.37085985,5.733333333
1400,83.59177529,5.6
1400,79.74924191,5.533333333
1400,78.04258683,6.411111111
1400,66.95343672,5.844444444
1401,78.34886001,5.555555556
1401,73.9143561,6.5
1401,73.18740389,5.6
1401,53.43803649,7.911111111
1402,71.90043731,6.444444444
1403,73.60249731,5.855555556
1404,73.80169181,6.983333333
1407,76.60179242,6.822222222
1408,85.82021292,4.277777778
1409,74.2924749,6.588888889
1409,99.66269303,5.311111111
1410,70.95031819,5.4
1410,72.84638261,7.377777778
1410,65.99396354,7.577777778
1410,58.94571751,7.344444444
1410,81.7635935,6.45
1411,82.05383813,5.411111111
1411,53.44676505,8.133333333
1412,64.83051567,7.777777778
1413,99.7410737,4.266666667
1413,79.22935712,5.611111111
1414,77.76614153,5.933333333
1415,60.14051131,6.833333333
1415,99.40210856,5.322222222
1415,58.63849271,11.06666667
1415,81.62369681,4.766666667
1416,82.25020722,6.4125
1416,61.15875316,8.144444444
1416,68.43061585,8.222222222
1418,69.39948382,6.088888889
1419,74.58145946,4.422222222
1421,63.18407063,6.777777778
1421,78.24654047,7.071428571
1421,94.57142857,4.166666667
1422,71.62014567,5.833333333
1422,78.57348653,5.633333333
1422,84.22819215,5.155555556
1422,82.18195455,5.466666667
1423,73.5254742,5.588888889
1427,76.9181892,6.4
1427,66.78522629,7.733333333
1427,76.57678907,5.911111111
1428,64.5712699,8.72
1428,73.97377543,6.311111111
1428,87.76708205,5.244444444
1428,56.98671562,7.4
1429,65.2681146,5.828571429
1429,90.68364922,3.733333333
1429,72.9186805,6.244444444
1429,66.61887999,7.622222222
1429,92.90541144,5.411111111
1430,63.18716699,7.8
1430,98.59052864,8.122222222
1431,63.81897669,7.533333333
1431,60.01856596,7.822222222
1432,77.92084166,5.877777778
1433,70.81922775,5.711111111
1434,81.32726657,6.211111111
1435,76.3586917,6.233333333
1436,72.66496028,6.822222222
1436,78.83802382,6.066666667
1436,73.22553253,6.655555556
1437,80.51347895,6.455555556
1437,81.57002625,5.233333333
1437,77.2050186,6.977777778
1437,55.84706905,7.555555556
1437,57.68359597,8.366666667
1437,89.08487067,5.111111111
1437,80.16487951,5.633333333
1438,59.99613187,7.522222222
1438,77.67598548,4.688888889
1438,63.7264931,6.077777778
1439,72.29735849,6.3
1439,48.260044,7.744444444
1439,62.9910855,8.057142857
1440,65.66396682,6.925
1440,34.1361055,7.733333333
1441,84.50158051,5.477777778
1441,68.56529919,6.166666667
1441,88.53601961,3.855555556
1442,73.23480721,6.333333333
1443,80.48283459,6.1
1443,68.32819714,7.077777778
1445,71.45342923,7.5375
1445,71.0231214,5.366666667
1446,76.12601054,6.7
1447,64.0649262,10.14285714
1447,65.74668955,5.622222222
1447,77.70231234,6.388888889
1448,78.50142726,6.077777778
1448,58.16776229,6.666666667
1449,77.03632488,6.766666667
1449,43.82221952,8.944444444
1449,79.8080007,5.355555556
1450,57.60328992,8.977777778
1450,91.37014907,5.0625
1451,60.3736925,7.233333333
1451,72.05159974,6.911111111
1451,92.26644635,4.966666667
1451,85.0571561,5.1
1451,58.24013483,7.966666667
1451,58.8605323,6.8875
1452,73.98880476,9.9
1453,77.01962863,6.088888889
1453,74.12154745,8.244444444
1454,62.01653785,7.8
1454,77.43624743,6.5
1454,60.00103679,7.233333333
1454,90.56803067,5.522222222
1454,59.90872036,7.288888889
1458,81.27717996,6.244444444
1458,63.02796942,6.277777778
1459,89.09931924,4.344444444
1459,79.36930351,6.133333333
1460,50.39085528,7.533333333
1461,77.52858547,5.766666667
1461,58.49028092,6.522222222
1461,72.45348512,4.922222222
1462,99.78143539,3.988888889
1463,77.50515731,6.544444444
1464,78.25523555,6.477777778
1464,94.47529048,5.1
1465,72.71057916,6.788888889
1465,80.09083434,6.066666667
1465,77.92368951,6.044444444
1465,57.63437545,7.388888889
1467,88.50408803,4.744444444
1468,97.02922366,4.466666667
1468,99.83684598,3.755555556
1469,73.14802797,5.777777778
1471,79.56136828,6.2
1471,74.66124596,5.6
1471,51.95313555,7.822222222
1471,77.46600029,5.522222222
1472,74.42433782,7.1375
1472,73.19903265,6.222222222
1474,67.76466549,6.377777778
1475,81.64962523,6.9
1475,99.92542878,3.9
1476,88.84909613,5.355555556
1476,64.24222364,6.922222222
1476,60.60760004,8.011111111
1476,77.65366916,5.6
1477,65.38889768,7.833333333
1477,72.43238797,6.044444444
1477,66.90373603,7.566666667
1477,84.90678611,5.522222222
1478,72.63337975,5.922222222
1479,81.465373,5.922222222
1479,85.8662764,5.522222222
1479,98.53411593,4.577777778
1479,75.07991147,6.111111111
1480,74.11927576,5.522222222
1481,77.46340193,5.966666667
1481,72.78300848,6.277777778
1482,75.63003585,6.122222222
1484,69.93083553,5.933333333
1485,70.1112103,6.166666667
1486,76.54515631,5.922222222
1487,61.81449294,6.988888889
1488,82.44424137,5.433333333
1488,66.23836222,6.988888889
1489,61.56118522,7.233333333
1489,78.7067213,5.822222222
1490,75.42852738,5.822222222
1491,59.61563531,7.688888889
1491,79.95716046,5.377777778
1492,66.76641609,7.6125
1492,86.1231235,5.088888889
1493,72.73068794,6.077777778
1493,98.82207941,4.888888889
1494,99.93792675,4.811111111
1495,68.37375826,6.155555556
1496,76.02921319,7.55
1496,83.04946668,5.388888889
1497,77.02843901,6.744444444
1497,68.21861708,5.833333333
1498,64.86772453,8.011111111
1499,82.94474683,4.888888889
1499,84.22302057,4.377777778
1499,100,5.633333333
1499,81.36769401,5.444444444
1500,85.81881888,5.666666667
1500,73.41539922,6.188888889
1500,71.51588204,5.566666667
1501,77.03915264,6.255555556
1501,79.54481506,5.222222222
1502,84.04687114,5.966666667
1502,99.76576268,3.166666667
1502,70.60107144,5.5
1503,85.39501686,6.077777778
1503,54.33751264,10.2
1503,71.50435139,4
1504,84.32289267,5.522222222
1506,70.39318996,6.8
1507,71.29662654,6.433333333
1507,83.45398794,4.9
1507,64.98189468,6.088888889
1507,70.97907488,6.055555556
1508,74.76147904,6.811111111
1510,84.13914493,5.688888889
1510,79.00546348,4.266666667
1510,77.40009042,5.3
1511,85.83027582,5.6
1511,81.2137022,3.022222222
1511,63.1646427,6.8
1512,55.30637959,7.977777778
1513,81.04520619,7.7
1513,76.33674469,5.888888889
1514,57.21547394,5.333333333
1514,71.94839774,5.9
1515,75.60556542,4.811111111
1515,85.63313419,5.455555556
1516,43.1869958,9.744444444
1517,99.66097014,3.666666667
1518,61.05239454,5.911111111
1519,79.95536031,5.222222222
1520,64.7486348,7.044444444
1521,66.37550443,6.344444444
1522,78.82467191,6.811111111
1522,67.89723541,6.255555556
1523,66.70652376,7.666666667
1523,67.27851589,7.944444444
1524,69.66403099,6.522222222
1524,82.80390301,5.088888889
1524,72.92765828,6.644444444
1525,73.39714277,6.666666667
1525,62.80250022,7.755555556
1526,66.96077046,6.722222222
1527,70.94280811,7.957142857
1528,77.19047262,5.477777778
1528,85.04546206,5.633333333
1528,99.68547027,4.011111111
1529,70.69395115,6.2
1531,69.39870136,6.433333333
1533,71.14306193,7.1125
1534,69.10102988,5.888888889
1534,64.54434491,6.442857143
1534,68.73744239,6.7
1535,70.21636034,6.977777778
1535,77.20580544,6.544444444
1536,82.1907751,5.266666667
1538,81.54081904,6.055555556
1538,86.9267108,5.844444444
1538,64.36242854,6.8
1541,70.04580576,6.811111111
1541,93.36200841,5
1541,73.50733586,4.911111111
1542,61.89779385,6.566666667
1542,76.99638504,3.855555556
1543,90.49790725,5.444444444
1543,99.14135947,4.644444444
1543,76.31881615,5.9
1543,99.63620541,3.366666667
1544,63.54465668,7.633333333
1544,66.633322,6.9
1545,63.20006077,7.233333333
1545,85.36915853,5.966666667
1547,78.08843191,6.311111111
1547,76.50646366,5.655555556
1547,77.20924902,5.988888889
1547,99.89392674,4.611111111
1549,78.6197007,7.233333333
1550,93.9304564,4.866666667
1550,89.44716487,4.933333333
1551,82.808866,6.644444444
1551,99.00326769,4.855555556
1552,72.92583911,5.533333333
1553,86.05551598,4.5
1554,62.85525103,8.933333333
1554,77.31597815,6.4
1554,80.19697466,6.533333333
1554,76.54381088,4.6
1555,77.83159567,6.311111111
1557,69.35300866,6.844444444
1557,79.8386516,6.044444444
1558,74.67137586,6.933333333
1558,82.92819132,6.766666667
1559,78.70244076,7.233333333
1559,78.7020825,6.388888889
1559,56.54067881,8.077777778
1561,71.76614045,6.611111111
1561,83.02764309,4.9625
1561,74.29285823,6.488888889
1564,74.3489678,6.044444444
1565,78.25979411,6.477777778
1565,92.15933103,4.066666667
1565,76.67040905,6.566666667
1569,71.87740605,6.0125
1569,70.21459073,6.555555556
1570,80.11757192,5.355555556
1571,69.56793693,6.111111111
1571,75.95945692,6.088888889
1571,83.53050048,4.944444444
1572,72.1971773,5.588888889
1572,85.72695592,5.622222222
1573,75.89952517,6.855555556
1573,72.09879696,6.1
1574,76.65285388,5.077777778
1575,60.78032815,8
1575,68.34731414,7.244444444
1576,89.14951044,4.844444444
1576,64.6577222,7.433333333
1576,72.54255973,6.344444444
1576,75.66675977,6.322222222
1577,75.22006403,5.988888889
1577,71.13755634,5.3
1579,87.90689727,6.1
1580,83.15323372,5.366666667
1580,85.72967436,4.355555556
1582,53.68880819,8.655555556
1584,81.52525715,6.766666667
1584,70.47418305,7.46
1585,71.30039894,6.266666667
1587,55.31176596,8.066666667
1589,69.76763591,5.888888889
1590,76.72985633,6.855555556
1590,78.76607773,5.8
1590,77.80967987,6.222222222
1590,78.03694624,5.344444444
1592,80.69231578,6.888888889
1592,81.88073347,5.2
1592,93.08979848,5.033333333
1592,77.1177961,5.1375
1595,70.01198955,6.133333333
1596,74.32754664,6.511111111
1597,84.87001524,6.077777778
1598,88.60536667,4.766666667
1599,71.11810313,5.233333333
1599,73.45813953,6.477777778
1600,67.67288617,7.166666667
1600,77.50350824,5.355555556
1602,77.44561182,7.188888889
1605,76.09813976,6.166666667
1605,86.39541322,5
1606,69.96040495,5.933333333
1606,70.22955363,6.577777778
1606,77.9704339,6.0125
1606,77.13855194,5.211111111
1607,73.16929065,6.8
1610,57.35819471,5.366666667
1610,95.50718012,5.811111111
1611,71.21848967,8.185714286
1613,78.54117452,5.6
1614,71.97773034,6.5125
1614,67.85989862,5.588888889
1614,67.93563078,6.433333333
1615,78.65513861,6.771428571
1615,79.08100989,4.6
1616,52.35987312,5.7
1617,70.12190263,6.511111111
1617,70.76119597,8.66
1618,77.79600478,5.211111111
1620,79.63080347,5.788888889
1620,69.14150965,6.5
1622,76.0805759,6.066666667
1623,80.73777425,8.22
1625,66.72064535,7.188888889
1626,81.66587859,6.155555556
1626,81.34073434,7.188888889
1626,91.56085646,5.822222222
1627,84.54645707,5.922222222
1627,86.82877849,5.122222222
1628,73.07321174,5.255555556
1631,85.51923251,4.888888889
1633,95.91770024,3.3
1633,78.74564874,5.988888889
1635,76.82011883,6.955555556
1638,82.57433791,6.455555556
1639,82.71701462,6.188888889
1639,91.90095641,4.855555556
1641,73.63004334,6.142857143
1642,81.50901608,4.7
1643,81.81113269,5.911111111
1643,54.73364733,6.855555556
1644,83.64744587,6.111111111
1645,99.50112873,3.355555556
1647,76.87048716,5.855555556
1647,69.07568566,5.5
1647,76.88069487,4.68
1649,76.02857527,5.3
1650,82.13956754,5.588888889
1651,81.19690497,6.144444444
1651,89.29501356,4.366666667
1651,85.22534808,5.4
1652,65.97290186,7.157142857
1653,75.23468755,6.566666667
1653,86.4099115,4.5
1654,75.38098216,5.777777778
1655,78.15923567,6.644444444
1657,81.41134379,5.055555556
1659,62.51012194,6.8
1660,74.29605013,6.788888889
1660,85.42657315,5.4
1662,80.68672435,7.3
1664,99.80732177,3.044444444
1665,67.05400224,7.011111111
1666,89.7507812,5.088888889
1667,84.72223329,6.6
1669,82.35762334,4.466666667
1670,73.87924608,7.066666667
1670,79.22099411,4.644444444
1670,99.68608539,3.388888889
1672,72.98748722,7.28
1672,72.26133235,6.322222222
1672,59.59122851,6.511111111
1674,82.74865715,6.257142857
1675,82.55292365,5.86
1675,70.46417177,7.677777778
1676,90.8881929,5.933333333
1679,74.08720748,5.855555556
1682,52.53438097,9.355555556
1685,79.27838066,6.044444444
1685,43.14097099,8.36
1686,55.00090151,6.211111111
1686,66.75264898,6.133333333
1687,82.94817397,5.388888889
1688,81.06930799,5.333333333
1688,76.94025743,5.222222222
1690,86.50646617,5.022222222
1692,70.63055637,4.811111111
1696,64.07099749,7.585714286
1697,86.84722257,5.688888889
1700,72.47649869,5.177777778
1702,76.90662963,6.5
1702,80.62252479,6.388888889
1703,80.3470379,6.077777778
1704,72.00939943,7.6
1705,91.80098108,4.777777778
1705,82.72823674,5.2
1706,74.68522592,6.933333333
1706,58.67446218,8.177777778
1707,86.3727301,5.588888889
1708,73.17337152,7.275
1709,76.26758123,6.477777778
1711,84.17537207,5.888888889
1712,80.59129182,7.044444444
1712,74.93828392,6.35
1713,56.2943238,9.211111111
1713,92.53463939,4.066666667
1714,77.02681348,6.8
1715,85.94766136,6.322222222
1716,65.90101301,9.416666667
1719,72.14314614,6.577777778
1721,71.72860155,6.122222222
1724,72.77070651,6.455555556
1726,79.01392154,7.5
1728,82.75968365,6.311111111
1730,74.60321272,5.933333333
1731,52.93219353,8.833333333
1733,87.66152881,5.811111111
1736,72.50318825,6.266666667
1737,77.75583277,5.2875
1739,75.58642017,4.211111111
1740,99.31803319,4.244444444
1741,83.44775062,5.4
1742,61.54293342,6.633333333
1743,80.18454557,6.122222222
1746,70.54765822,7.377777778
1747,44.91918998,6.166666667
1749,82.23884294,4.944444444
1752,74.85664727,5.166666667
1760,71.96467348,6.255555556
1760,87.79626503,4.322222222
1762,83.95852594,5.055555556
1763,71.37141123,6.822222222
1763,85.81727679,5.044444444
1765,84.00039155,5.088888889
1765,84.47430896,6.333333333
1770,90.20414232,5.288888889
1771,83.92637726,5.322222222
1773,83.91073664,4.966666667
1773,75.15277341,4.711111111
1775,82.32097061,5.833333333
1777,72.8012954,6.122222222
1778,79.27445055,5.777777778
1779,79.35133145,4.95
1780,84.9081243,5.822222222
1780,92.46724937,3.9
1780,75.39968057,6.055555556
1781,80.10519354,5.733333333
1782,86.11056944,5.155555556
1783,71.34392843,7.233333333
1783,74.93735735,6.166666667
1784,81.23237303,5.666666667
1784,81.16996316,5.244444444
1786,68.14722577,6.433333333
1787,78.69602334,6.271428571
1788,75.98964013,6.655555556
1789,76.11799728,6.044444444
1799,99.29180274,5.411111111
1800,78.64935252,6.466666667
1805,86.80174684,6.388888889
1810,76.00794147,6.42
1814,77.74620927,5.877777778
1815,70.37987335,5.844444444
1817,87.2635284,4.733333333
1817,89.63614667,4.033333333
1818,77.80573882,6.1
1820,85.68768709,5.4
1822,82.31956525,4.466666667
1823,90.00394955,4.844444444
1830,84.41017044,4.688888889
1831,59.50849628,7.577777778
1834,79.74035296,7.133333333
1841,64.394113,7
1845,69.44365475,6.9
1845,66.92912549,7.4
1847,64.94690759,7.222222222
1848,76.44303993,6.922222222
1849,91.82707025,4.383333333
1851,67.23220514,6.266666667
1854,85.39942576,5.9
1854,62.92589855,6.588888889
1854,69.51280615,6.444444444
1856,74.47921073,6.477777778
1858,75.40894334,5.933333333
1859,79.97315608,4.722222222
1860,71.38738144,6.366666667
1862,72.63540394,7.044444444
1863,60.21872683,8.966666667
1867,72.90515606,7.8
1868,59.39684655,7.511111111
1870,87.01542403,5.733333333
1872,84.8775981,5.477777778
1878,69.42953794,7.544444444
1880,82.43262744,5.4
1880,87.21387927,5.066666667
1883,79.17240663,7.011111111
1883,77.80858809,6.577777778
1884,77.01625533,4.466666667
1885,90.84373915,4.633333333
1886,66.145079,5.211111111
1890,73.13136419,5.377777778
1892,89.42862256,5.066666667
1902,99.79121588,5.244444444
1904,73.2326644,6.822222222
1907,84.30616449,5.166666667
1920,54.42963027,6.244444444
1922,84.01238545,5.1
1923,85.63823803,5.455555556
1924,74.41493587,5.388888889
1927,81.24288139,6.4
1927,72.96007685,6.177777778
1930,85.48109331,5.211111111
1932,84.98581404,6
1937,76.6266637,6.911111111
1938,86.03132927,5.588888889
1943,79.93785347,5.711111111
1952,90.65043009,4.966666667
1957,64.51290495,6.988888889
1960,70.49357642,7.2
1961,78.79872527,6
1962,83.86964545,5.533333333
1966,74.52407402,6.277777778
1984,59.81381638,9.466666667
1994,85.67728596,4.444444444
1997,72.56582712,5.855555556
2000,79.73019198,5.588888889
2002,81.03588766,5.7
2003,74.01193721,7.3
2008,84.2699106,6.188888889
2012,71.10673727,4.988888889
2015,70.06693702,6.833333333
2015,82.68315787,5.666666667
2018,70.47346252,6.322222222
2021,74.25435085,6.244444444
2023,85.22573785,4.8
2026,89.7592126,5.088888889
2032,79.94626384,5.133333333
2038,74.25865549,6.633333333
2040,91.32172044,6.011111111
2044,76.7168087,5.288888889
2051,79.22928098,6.911111111
2064,72.15220495,6.455555556
2066,65.03322302,7.111111111
2067,80.01469981,5.533333333
2070,87.54685808,5.6
2087,79.91149158,5.833333333
2097,80.54939628,5.711111111
2103,74.52993125,7.822222222
2103,80.85110837,5.877777778
2106,85.75923895,5.511111111
2108,78.84952979,4.711111111
2109,77.08321214,5.822222222
2119,83.66678713,5.6
2121,56.41105266,7.077777778
2134,82.1134129,5.011111111
2134,69.09912859,7.011111111
2172,85.08650364,5.833333333
2192,88.18203766,4.966666667
2212,79.24451795,6.466666667
2230,86.6592099,5.677777778
2267,78.79772476,6.144444444
2290,76.79303292,7.555555556
2308,62.20993893,6.555555556
2323,81.02395423,6.422222222
2329,67.520458,7.333333333
2336,73.03253839,6.122222222
2343,90.20323821,5.211111111
2438,77.68046806,6.844444444
2505,79.48401354,5.111111111
2519,80.71142644,5
2547,80.15049011,4.8
2584,70.02591841,6.077777778
2610,86.67044716,4.875
2625,81.39821977,6.755555556
2640,70.97162673,4.628571429
2819,76.15114884,5.45
2914,81.48973355,4.833333333
3037,58.71468269,6.155555556
3129,71.26661916,6.288888889
